CylinderConfiguration,Price,PriceType,SimpleAge,SellerType,Make,Model,BodyType,Year,Kilometers,Trasmission,DriveTrain,FuelType,Colour,AirConditioning,ANCAPRating,GreenStarRating
6,4777,FIXED,27m,Dealer used,Nissan,Ti-L,Sedan,2005,202000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4
4,8500,NEGOTIABLE,26m,Private seller,Toyota,(4x4),Ute,1999,271000,Manual,4x4,Diesel,Silver,TRUE,5,4
4,3500,FIXED,26m,Private seller,Toyota,ALTISE,Sedan,2007,212000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,650,FIXED,26m,Private seller,Mitsubishi,GLi,Coupe (2 door),1999,280000,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4
6,4900,FIXED,26m,Private seller,Holden,LX,Ute,2003,287000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
6,6950,DRIVE_AWAY,3h,Dealer used,Ford,TX (RWD),SUV,2004,179000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,22990,DRIVE_AWAY,3h,Dealer used,Mitsubishi,LS (4x2),SUV,2017,85607,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,18940,DRIVE_AWAY,3h,Dealer used,Mazda,TOURING,Sedan,2015,106032,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
6,18850,DRIVE_AWAY,3h,Dealer used,Jeep,OVERLAND (4x4),SUV,2012,186000,Automatic,All Wheel Drive,Diesel,Black,TRUE,4,3
4,19400,FIXED,3h,Private seller,Nissan,ST (FWD),SUV,2016,28000,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4
6,4950,FIXED,3h,Dealer used,Subaru,3.0R,SUV,2004,238000,Automatic,All Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,2.5
4,39990,FIXED,3h,Dealer used,Holden,Z71 (4x4),Ute,2016,23221,Automatic,4x4,Diesel,Black,TRUE,5,2.5
4,15990,DRIVE_AWAY,3h,Dealer used,Hyundai,ACTIVE (FWD),SUV,2012,145131,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,7000,FIXED,3h,Private seller,Hyundai,SX,Hatchback,2011,145600,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5
6,7650,FIXED,3h,Dealer used,Ford,TS (4x4),SUV,2009,225480,Automatic,All Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
6,6900,FIXED,3h,Private seller,Holden,OMEGA,Wagon,2009,260000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
6,4650,DRIVE_AWAY,3h,Dealer used,Toyota,GRANDE,Sedan,2004,150000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,15000,FIXED,3h,Private seller,Mitsubishi,VR-X LWB (4x4),SUV,2008,201856,Automatic,4x4,Diesel,White,TRUE,5,4
4,81990,DRIVE_AWAY,3h,Dealer used,Land Rover,SD4 HSE,SUV,2017,10197,Automatic,4x4,Diesel,White,FALSE,5,4
6,4450,FIXED,3h,Dealer used,Holden,CDX,Hatchback,2004,122000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4
4,5650,FIXED,3h,Dealer used,Toyota,GLi,Wagon,2001,293000,Automatic,Front Wheel Drive,Petrol - Unleaded,Gold,TRUE,5,4.5
8,45500,FIXED,3h,Private seller,Nissan,Ti (4x4),SUV,2013,86000,Automatic,4x4,Petrol - Premium Unleaded,Gold,TRUE,5,4.5
5,35000,FIXED,3h,Private seller,Ford,XLS 3.2 (4x4),Ute,2014,104000,Automatic,4x4,Diesel,White,TRUE,5,2.5
4,13000,FIXED,3h,Private seller,Kia,S,Hatchback,2015,91088,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,13990,DRIVE_AWAY,3h,Dealer used,Holden,CD,Hatchback,2012,87957,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,12850,FIXED,3h,Dealer used,Toyota,HYBRID,Sedan,2011,139000,Automatic,Front Wheel Drive,Diesel,White,TRUE,4,5
4,15000,FIXED,3h,Private seller,Ford,XL (4x4),Ute,2010,206718,Manual,4x4,Diesel,White,TRUE,5,4
4,3750,FIXED,3h,Private seller,Toyota,ALTISE,Sedan,2005,281232,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,6950,DRIVE_AWAY,2h,Dealer used,Holden,All Others,Sedan,2012,121491,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,5850,FIXED,2h,Private seller,Toyota,YRS,Sedan,2008,168000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,19990,FIXED,2h,Dealer used,Nissan,ST,SUV,2018,60163,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,12500,FIXED,2h,Private seller,Subaru,2.5i PREMIUM,SUV,2010,119000,Manual,All Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5
4,8950,FIXED,2h,Dealer used,Volkswagen,GT SPORT TDI,Hatchback,2008,171014,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,4.5
4,3200,FIXED,2h,Private seller,Nissan,ST,Hatchback,2005,80000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,1400,FIXED,2h,Private seller,Mazda,All Others,Sedan,1996,22000,Manual,Front Wheel Drive,Petrol - Unleaded,White,FALSE,5,4.5
4,16000,FIXED,2h,Private seller,Audi,2.0 TFSI QUATTRO,Sedan,2011,142000,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
6,6950,FIXED,2h,Dealer used,Ford,SR (RWD),SUV,2008,179338,Automatic,Rear Wheel Drive,Petrol - Unleaded,,TRUE,,
4,27940,DRIVE_AWAY,9m,Dealer used,Nissan,ST (2WD),SUV,2019,7136,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,31990,DRIVE_AWAY,5m,Dealer used,Nissan,ST 7 SEAT (2WD),SUV,2019,7510,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,
4,3990,FIXED,2h,Private seller,Holden,Barina,Hatchback,2009,163000,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,2.5
8,6500,FIXED,2h,Private seller,Holden,CROSS 8,Ute,2004,344000,Automatic,All Wheel Drive,Petrol - Unleaded,Black,TRUE,5,2.5
6,,SWAP_TRADE,2h,Private seller,Ford,XL TRADESMAN,Ute,2005,280000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,2.5
4,8000,FIXED,2h,Private seller,Toyota,GLX,Wagon,2009,230146,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3
4,39500,FIXED,2h,Private seller,Volkswagen,140 TDI HIGHLINE,SUV,2017,65800,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5
4,21990,DRIVE_AWAY,2h,Dealer used,Volkswagen,103 TSI HIGHLINE,Hatchback,2014,52451,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4.5
6,28990,FIXED,2h,Dealer used,Volkswagen,V6 TDI 4XMOTION,SUV,2012,106536,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5
4,600,NEGOTIABLE,2h,Private seller,Ford,LXi,Hatchback,2000,219500,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
6,1500,FIXED,2h,Private seller,Holden,EXECUTIVE,Wagon,1990,200000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,27777,DRIVE_AWAY,2h,Dealer used,Subaru,2.5i-S,SUV,2015,84449,Automatic,All Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
6,3000,FIXED,2h,Private seller,Range Rover,HSE,SUV,2002,318000,Automatic,4x4,Diesel,White,TRUE,5,5
6,5000,FIXED,2h,Private seller,Ford,FUTURA,Wagon,2005,495500,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
8,,SWAP_TRADE,2h,Private seller,Holden,SS,Sedan,2002,255000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Green,TRUE,5,5
6,6000,FIXED,25m,Private seller,Ford,XT,Sedan,2007,221109,Automatic,Rear Wheel Drive,Petrol - Unleaded,Orange,TRUE,5,5
4,7450,DRIVE_AWAY,2h,Dealer used,Mazda,SP23,Hatchback,2007,168757,Manual,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
4,6500,FIXED,2h,Private seller,Honda,VTi-L,Sedan,2007,209000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,4,2.5
4,6000,FIXED,2h,Private seller,Mazda,LUXURY (4x4),SUV,2009,280000,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,4,2.5
4,27000,NEGOTIABLE,2h,Private seller,Toyota,WORKMATE (4x4),Ute,2012,180000,Manual,4x4,Diesel,Silver,FALSE,4,2.5
4,6000,FIXED,2h,Private seller,Honda,VTi,Sedan,2007,215000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5
4,3300,FIXED,2h,Private seller,Holden,SWING,Hatchback,2001,104250,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5
4,1200,FIXED,2h,Private seller,Hyundai,GL,Sedan,1999,159480,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5
4,2500,FIXED,2h,Private seller,Honda,EURO,Sedan,2004,260000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
8,95000,NEGOTIABLE,2h,Private seller,Toyota,GXL (4x4),Ute,2018,45000,Manual,4x4,Diesel,Silver,TRUE,5,2.5
6,3500,FIXED,2h,Private seller,Ford,GHIA,Sedan,1993,277825,Automatic,Rear Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,5,3
5,7000,FIXED,2h,Private seller,Volkswagen,(LWB),Van/Minivan,1998,346000,Manual,Front Wheel Drive,Petrol - Unleaded,White,FALSE,5,2.5
6,220,FIXED,2h,Private seller,Ford,XT (LPG),Sedan,2010,0,Automatic,Rear Wheel Drive,LPG,White,TRUE,5,3
4,5000,FIXED,2h,Private seller,Toyota,(4x4),Ute,1997,397330,Manual,4x4,Diesel,White,FALSE,5,2.5
4,16500,FIXED,2h,Private seller,Ford,TREND,Hatchback,2016,91000,Manual,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,2.5
4,5500,NEGOTIABLE,2h,Private seller,Nissan,DX (4x4),SUV,2006,197000,Manual,4x4,Diesel,White,TRUE,4,2.5
6,2000,NEGOTIABLE,2h,Private seller,Audi,TDI,SUV,2002,280000,Automatic,All Wheel Drive,Diesel,Black,TRUE,4,2.5
4,9500,FIXED,2h,Private seller,Kia,S,Sedan,2012,76000,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,4.5
4,6999,FIXED,2h,Dealer used,Toyota,ASCENT,Sedan,2008,189000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
4,3300,FIXED,2h,Private seller,Holden,CONVERTIBLE,Convertible,2005,147000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4
4,850,NEGOTIABLE,2h,Private seller,Ford,LXi,Sedan,2000,180000,Manual,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4
6,15000,FIXED,2h,Private seller,Nissan,370Z,Coupe (2 door),2009,171961,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4
4,3500,NEGOTIABLE,12m,Private seller,Mercedes-Benz,E,Sedan,1989,200000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
4,8499,FIXED,2h,Dealer used,Toyota,CONQUEST,Hatchback,2009,209000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
6,2500,NEGOTIABLE,2h,Private seller,Toyota,(4x4),Other,1973,99999,Manual,4x4,Petrol - Leaded,White,FALSE,5,4.5
6,7500,FIXED,2h,Private seller,Volvo,3.2,Wagon,2008,250000,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Gold,TRUE,3,2.5
4,2999,FIXED,2h,Dealer used,Toyota,LIFE,Hatchback,1996,27000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,FALSE,5,3.5
6,3000,NEGOTIABLE,2h,Private seller,BMW,25i,Sedan,2003,238,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,6490,FIXED,2h,Private seller,Honda,EURO,Sedan,2009,133089,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5
6,5000,NEGOTIABLE,2h,Private seller,Nissan,GXE,Sedan,1988,123456,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
6,790,FIXED,2h,Private seller,Ford,TS (RWD),SUV,2005,275643,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
6,1000,FIXED,1h,Private seller,Alfa Romeo,V6 24V,Sedan,2003,150000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,2,2.5
6,1000,NEGOTIABLE,1h,Private seller,Mitsubishi,ADVANCE,Sedan,2001,40000,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
6,1000,FIXED,1h,Private seller,Holden,S,Ute,1997,58278,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,FALSE,5,4.5
4,250,FIXED,1h,Private seller,Volkswagen,103 TDI,Sedan,2011,150000,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3.5
6,1000,FIXED,1h,Private seller,Holden,EXECUTIVE,Wagon,2002,342854,Automatic,Rear Wheel Drive,Petrol - Unleaded,Green,FALSE,5,4.5
4,7888,DRIVE_AWAY,1h,Dealer used,Holden,CD,Sedan,2012,151795,Automatic,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,4.5
8,55000,FIXED,1h,Private seller,Ford,FASTBACK GT 5.0 V8,Coupe (2 door),2017,11000,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,2,3
4,9100,FIXED,1h,Private seller,Toyota,COMMUTER,Van/Minivan,2007,999999,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3
4,6000,FIXED,1h,Private seller,Toyota,WORKMATE,Ute,2008,200000,Manual,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,,
6,1700,FIXED,1h,Private seller,Holden,All Others,Ute,1992,200000,Manual,Rear Wheel Drive,Petrol - Unleaded,Grey,FALSE,,
6,10000,FIXED,1h,Private seller,Mitsubishi,(4x4),SUV,2003,221500,Manual,4x4,Petrol - Unleaded,Grey,TRUE,,
6,250000,FIXED,1h,Private seller,Ford,XR6,Sedan,1997,25000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,28990,FIXED,1h,Dealer used,Mercedes-Benz,CDI ELEGANCE,Coupe (2 door),2010,88277,Automatic,Rear Wheel Drive,Diesel,Grey,TRUE,5,3.5
4,8888,FIXED,1h,Private seller,Honda,VTi,Sedan,2009,116000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
6,9000,NEGOTIABLE,1h,Private seller,Ford,XR6,Sedan,2010,187000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,41000,NEGOTIABLE,1h,Private seller,Mercedes-Benz,SPORT EDITION,Sedan,2017,9100,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,2995,FIXED,1h,Private seller,Mitsubishi,iO (4x4),SUV,2001,280000,Manual,4x4,Petrol - Unleaded,White,TRUE,5,4
4,10999,FIXED,1h,Private seller,Toyota,ASCENT,Hatchback,2016,28000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,2350,NEGOTIABLE,1h,Private seller,Honda,GLi,Sedan,2002,182500,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
6,13000,NEGOTIABLE,1h,Private seller,Jeep,SPORT (4x4),SUV,2005,155000,Automatic,4x4,Petrol - Unleaded,Gold,TRUE,5,3
8,1500,FIXED,1h,Private seller,Ford,XR8,Sedan,2003,245000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,22490,FIXED,1h,Dealer used,Nissan,Ti,SUV,2016,63222,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4.5
4,1000,FIXED,1h,Private seller,Mitsubishi,EXPRESS (4x4),Van/Minivan,1986,418000,Manual,4x4,Petrol - Leaded,Grey,FALSE,5,4
6,17900,FIXED,1h,Private seller,Holden,SV6,Sedan,2013,62000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
6,21500,FIXED,1h,Private seller,Holden,SV6 BLACK EDITION,Sedan,2016,89000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,,SWAP_TRADE,1h,Private seller,Nissan,ST-X (4x4),Ute,2006,350,Manual,4x4,Diesel,Silver,TRUE,5,3
6,17000,FIXED,1h,Private seller,Toyota,KX-S (FWD),SUV,2009,169000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
8,28999,FIXED,1h,Dealer used,Chrysler,SRT8 CORE,Sedan,2013,102871,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3
4,11500,FIXED,1h,Private seller,Toyota,HYBRID H,Sedan,2012,300800,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,5
4,5400,FIXED,1h,Private seller,Toyota,YR,Hatchback,2008,139000,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3
4,5499,FIXED,1h,Dealer used,Holden,All Others,Hatchback,2012,185000,Manual,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
4,20000,FIXED,1h,Private seller,Ford,290S (SWB),Van/Minivan,2013,125000,Manual,Front Wheel Drive,Diesel,White,TRUE,5,3
6,15000,FIXED,1h,Private seller,Holden,Calais,Sedan,1985,250000,Automatic,Rear Wheel Drive,Petrol - Leaded,White,TRUE,5,4.5
4,9750,NEGOTIABLE,1h,Private seller,Mitsubishi,SWB,Van/Minivan,2005,245000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
6,21990,FIXED,1h,Dealer used,Holden,V,Sedan,2015,116706,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3
4,10500,FIXED,1h,Private seller,Volkswagen,66 TSI TRENDLINE,Hatchback,2015,77287,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,5
4,54500,FIXED,1h,Private seller,Mazda,AZAMI (FWD),SUV,2018,21680,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,FALSE,5,4
4,15990,DRIVE_AWAY,1h,Dealer used,Volkswagen,118 TSI HIGHLINE,Sedan,2014,72392,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4
6,7500,FIXED,1h,Private seller,Holden,Caprice,Sedan,2004,300000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,4,2.5
4,14990,FIXED,1h,Dealer used,Audi,2.0 TFSI,Sedan,2010,53069,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5
4,22990,DRIVE_AWAY,1h,Dealer used,Lexus,LUXURY,Hatchback,2014,91137,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,5
6,5500,FIXED,1h,Private seller,Ford,XT,Sedan,2007,290000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Orange,TRUE,5,3.5
4,18990,FIXED,1h,Dealer used,Ford,TREND,Hatchback,2017,4715,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,1500,FIXED,1h,Private seller,Toyota,CSi,Sedan,1998,225000,Automatic,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,3
6,53990,DRIVE_AWAY,1h,Dealer used,Jeep,LAREDO (4x4),SUV,2018,2123,Automatic,4x4,Petrol - Premium Unleaded,White,TRUE,5,3
6,8990,FIXED,1h,Dealer used,Holden,OMEGA,Sedan,2011,139252,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3
4,6000,FIXED,1h,Private seller,Toyota,SL,Sedan,1972,80000,Manual,Rear Wheel Drive,Petrol - Leaded,Red,FALSE,5,4
6,,SWAP_TRADE,1h,Private seller,Holden,Berlina,Sedan,1987,290000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Red,FALSE,5,4
4,13990,DRIVE_AWAY,1h,Dealer used,Mazda,NEO SPORT,Sedan,2009,39492,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,16990,FIXED,1h,Dealer used,Nissan,ST (FWD),SUV,2013,36317,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4
5,47000,FIXED,1h,Private seller,Mazda,GT (4x4),Ute,2017,50000,Automatic,4x4,Diesel,Grey,TRUE,5,3
8,24000,FIXED,1h,Private seller,Holden,SS-V,Ute,2012,88000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3
4,2000,FIXED,1h,Private seller,Kia,Other,Coupe (2 door),1998,130000,Manual,4x4,Diesel,Red,FALSE,5,3.5
4,24990,DRIVE_AWAY,1h,Dealer used,Toyota,ATARA SL,Sedan,2016,43650,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,15750,FIXED,1h,Private seller,Mazda,NEO,Sedan,2014,107000,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,6500,NEGOTIABLE,1h,Private seller,Mazda,B3000 FREESTYLE DX+,Other,2006,351000,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
6,3500,FIXED,1h,Private seller,Holden,SV6,Sedan,2011,267000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
5,5000,FIXED,1h,Private seller,Land Rover,Td5 (4x4),SUV,1999,350000,Manual,4x4,Diesel,White,TRUE,5,2.5
6,9000,FIXED,59m,Private seller,Ford,TX (4x4),SUV,2012,249000,Automatic,All Wheel Drive,Diesel,White,TRUE,5,2.5
4,14800,NEGOTIABLE,59m,Private seller,Toyota,ATARA S,Sedan,2015,137000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,500,FIXED,59m,Private seller,Subaru,GX,SUV,1998,300,Manual,All Wheel Drive,Petrol - Unleaded,Yellow,FALSE,5,4
8,27000,FIXED,58m,Private seller,HSV,R8,Ute,2006,193000,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Yellow,TRUE,5,4
6,3900,NEGOTIABLE,58m,Private seller,Holden,Crewman,Ute,2006,245000,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,4750,FIXED,58m,Dealer used,Ford,GHIA,Sedan,2007,215000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
6,3700,FIXED,56m,Private seller,Suzuki,V6 (4x4),SUV,1997,245000,Manual,4x4,Petrol - Unleaded,Red,TRUE,5,4
4,5500,FIXED,53m,Private seller,Mitsubishi,VR-X,Hatchback,2009,137212,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
4,6000,FIXED,50m,Private seller,Holden,CDX,Wagon,2008,106000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
6,700,FIXED,50m,Private seller,Ford,XLS,Ute,2002,300000,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,2200,NEGOTIABLE,47m,Private seller,Toyota,CONQUEST,Sedan,1999,189000,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,4,2
8,31500,FIXED,45m,Private seller,HSV,R8,Sedan,2010,204000,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,4,2
6,17990,FIXED,44m,Dealer used,Holden,SV6,Sedan,2013,145649,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
8,7200,FIXED,42m,Private seller,Ford,XR8,Sedan,1999,0,Manual,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,750,FIXED,41m,Private seller,Toyota,CSi SECA,Hatchback,1998,261000,Automatic,Front Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,5,2.5
6,6500,FIXED,41m,Private seller,Toyota,AT-X,Sedan,2008,175000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,29500,NEGOTIABLE,40m,Private seller,Toyota,PRADO GXL (4x4),Wagon,2012,164000,Automatic,4x4,Diesel,Burgundy,TRUE,5,2.5
4,29990,FIXED,40m,Dealer used,Toyota,SR (4x4),Ute,2014,150271,Automatic,4x4,Diesel,White,FALSE,5,2.5
4,14990,FIXED,40m,Dealer used,Hyundai,SE (FWD),SUV,2013,119337,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,2800,FIXED,39m,Private seller,Nissan,LX,Sedan,2000,166000,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5
6,6300,FIXED,38m,Private seller,Nissan,ST (4x4),SUV,2004,340000,Automatic,4x4,Petrol - Unleaded,White,TRUE,5,4.5
4,,SWAP_TRADE,38m,Private seller,Subaru,2.0i-S,SUV,2013,95598,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,3000,FIXED,38m,Private seller,Jeep,LIMITED,SUV,2007,240000,Automatic,4x4,Petrol - Unleaded,Black,TRUE,5,3.5
4,3250,NEGOTIABLE,37m,Private seller,Toyota,GETAWAY II,Wagon,1996,420000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,3000,FIXED,35m,Private seller,Toyota,ASCENT SECA,Hatchback,2000,133000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
6,39990,FIXED,32m,Dealer used,Toyota,GRANDE (4x2),SUV,2015,58607,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
5,32000,FIXED,31m,Private seller,Ford,RS,Hatchback,2010,144000,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,2.5
4,18888,FIXED,44m,Private seller,Mazda,COUPE,Coupe (2 door),2010,88733,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,4,3
4,2500,NEGOTIABLE,47m,Private seller,Honda,CXi,Hatchback,1997,280047,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,FALSE,5,3.5
6,37990,FIXED,52m,Dealer used,Toyota,GRANDE (4x2),SUV,2014,98371,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
6,80000,FIXED,51m,Private seller,BMW,30Ld,Sedan,2016,25639,Automatic,Rear Wheel Drive,Diesel,Black,TRUE,5,2.5
4,5000,FIXED,21m,Private seller,Toyota,ASCENT,Sedan,2014,150000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
6,5500,FIXED,49m,Private seller,Holden,CX (4x4),SUV,2007,220000,Automatic,4x4,Petrol - Unleaded,Grey,TRUE,5,2.5
