CylinderConfiguration,Price,PriceType,SimpleAge,SellerType,Make,Model,BodyType,Year,Kilometers,Trasmission,DriveTrain,FuelType,Colour,AirConditioning,ANCAPRating,GreenStarRating
4,26888,DRIVE_AWAY,1h,Dealer used,Honda,VTi,Hatchback,2018,252,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5
4,17499,DRIVE_AWAY,43m,Dealer used,BMW,25i SPORT LINE,Hatchback,2012,155505,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4.5
4,6999,DRIVE_AWAY,2m,Dealer used,Hyundai,SX 1.6 CRDi,Hatchback,2008,176075,Automatic,Front Wheel Drive,Diesel,Blue,TRUE,,
4,31000,FIXED,1h,Private seller,Kia,PLATINUM (AWD),SUV,2016,65000,Automatic,All Wheel Drive,Diesel,Silver,TRUE,5,3.5
6,38940,DRIVE_AWAY,28m,Dealer used,Nissan,370Z,Coupe (2 door),2018,31358,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4
5,32950,FIXED,28m,Dealer used,Ford,XLT 3.2 (4x4),Ute,2016,150050,Automatic,4x4,Diesel,White,TRUE,5,2.5
4,26998,FIXED,19h,Dealer used,Toyota,WORKMATE (4x4),Ute,2012,238000,Automatic,4x4,Diesel,White,TRUE,4,2.5
5,7888,DRIVE_AWAY,19h,Dealer used,Volvo,D5,Wagon,2009,187625,Automatic,Front Wheel Drive,Diesel,Grey,TRUE,5,5
6,41888,DRIVE_AWAY,5h,Dealer used,Toyota,GRANDE (4x2),SUV,2016,56000,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,29990,DRIVE_AWAY,5h,Dealer used,Nissan,ST (2WD),SUV,2019,1167,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
6,14990,FIXED,6h,Dealer used,Toyota,(4x4) 11 SEAT,SUV,1993,278999,Manual,4x4,Diesel,Other,FALSE,5,4
4,10499,DRIVE_AWAY,6h,Dealer used,Hyundai,SR,Hatchback,2011,91962,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5
4,29450,DRIVE_AWAY,5h,Dealer used,Nissan,ST (2WD),SUV,2019,2147,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,23990,DRIVE_AWAY,2h,Dealer used,Mitsubishi,LS SAFETY PACK (4x4) 7 SEATS,SUV,2016,95452,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5
4,10999,FIXED,5h,Dealer used,Holden,5 (4x4),SUV,2012,94094,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3
6,24990,FIXED,4h,Dealer used,Toyota,(4x4) 11 SEAT,SUV,1992,330311,Manual,4x4,Diesel,Other,FALSE,4,3
6,14990,FIXED,4h,Dealer used,Toyota,(4x4) 11 SEAT,SUV,1987,533028,Manual,4x4,Diesel,Other,FALSE,4,3
6,8499,DRIVE_AWAY,4h,Dealer used,Toyota,CVX (4x4),SUV,2004,247154,Automatic,4x4,Petrol - Unleaded,Black,TRUE,5,4.5
4,19499,DRIVE_AWAY,3h,Dealer used,Suzuki,NAVIGATOR (4x2),SUV,2015,45624,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5
4,21985,DRIVE_AWAY,2h,Dealer used,Holden,LS (4x2),Ute,2015,144775,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
8,33888,DRIVE_AWAY,2h,Dealer used,Mercedes-Benz,AVANTGARDE,Sedan,2010,151034,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,4,3.5
6,22990,FIXED,1h,Dealer used,Toyota,GXL (4x4),SUV,1992,393306,Manual,4x4,Diesel,Other,FALSE,5,2.5
4,8990,FIXED,1h,Dealer used,Holden,LX (4x4),SUV,2009,206111,Automatic,4x4,Diesel,Other,TRUE,5,2.5
4,12990,DRIVE_AWAY,1h,Dealer used,Holden,CD,Wagon,2015,48155,Automatic,Front Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,5,4
6,15990,DRIVE_AWAY,1h,Dealer used,Holden,EVOKE,Wagon,2014,119518,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,7990,DRIVE_AWAY,1h,Dealer used,Toyota,CONQUEST,Hatchback,2008,199269,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,9990,DRIVE_AWAY,1h,Dealer used,Volkswagen,103 TDI,Sedan,2010,80148,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3.5
4,8990,DRIVE_AWAY,1h,Dealer used,Ford,LX TDCi,Hatchback,2010,142021,Automatic,Front Wheel Drive,Diesel,Blue,TRUE,5,3.5
4,11999,DRIVE_AWAY,33m,Dealer used,Mazda,NEO,Sedan,2013,75360,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,47990,DRIVE_AWAY,8m,Dealer used,Honda,VTi-LX (AWD),SUV,2019,2187,Automatic,All Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
5,10888,DRIVE_AWAY,3h,Dealer used,Volvo,T5,Convertible,2009,176288,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,3,2.5
8,38999,DRIVE_AWAY,47m,Dealer used,Toyota,GXL (4x4),Ute,2010,288011,Manual,4x4,Diesel,Other,TRUE,3,2
4,12999,FIXED,2m,Dealer used,Nissan,DX (4x4),Ute,2009,214000,Manual,4x4,Diesel,White,TRUE,,
4,5499,FIXED,17h,Dealer used,Honda,Odyssey (7 Seat),Wagon,2001,301000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
8,8999,FIXED,17h,Dealer used,Holden,Calais,Sedan,2003,195000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
8,17500,FIXED,5h,Private seller,Holden,SS-V,Sedan,2007,120000,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5
4,16990,DRIVE_AWAY,8h,Dealer used,Ford,LX TDCi,Wagon,2014,40245,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,3.5
6,29490,DRIVE_AWAY,8h,Dealer used,Ford,E TURBO,Sedan,2013,85713,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
4,22490,DRIVE_AWAY,6h,Dealer used,Toyota,ATARA S,Sedan,2016,37297,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,4199,DRIVE_AWAY,6h,Dealer used,Suzuki,Liana,Sedan,2006,171151,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,3,3
6,45490,DRIVE_AWAY,6h,Dealer used,Jeep,LAREDO (4x4),SUV,2018,6940,Automatic,4x4,Petrol - Premium Unleaded,White,TRUE,5,4.5
4,12999,FIXED,6h,Dealer used,Subaru,WRX (AWD),Hatchback,2009,175000,Manual,All Wheel Drive,Petrol - Premium Unleaded,Other,TRUE,5,4
4,23999,DRIVE_AWAY,6h,Dealer used,Honda,VTi-S,SUV,2016,28905,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
6,15990,DRIVE_AWAY,4h,Dealer used,Toyota,SPORTIVO SX6,Sedan,2013,115012,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,17950,FIXED,4h,Dealer used,Mitsubishi,GLX,Ute,2013,136206,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
5,29850,FIXED,4h,Dealer used,Ford,XLT 3.2 HI-RIDER (4x2),Ute,2015,114503,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,33990,DRIVE_AWAY,4h,Dealer used,Toyota,KOBA (AWD),SUV,2018,12903,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3.5
6,19650,FIXED,4h,Dealer used,Ford,(LPI),Ute,2014,142487,Automatic,Rear Wheel Drive,LPG,White,FALSE,5,3
4,26990,DRIVE_AWAY,1h,Dealer used,Toyota,(2WD),SUV,2017,16192,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4
4,1300,FIXED,2h,Private seller,Toyota,SE,Sedan,1993,250000,Automatic,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,5
4,4999,DRIVE_AWAY,19h,Dealer used,Holden,Barina,Hatchback,2006,149238,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
6,17888,DRIVE_AWAY,19h,Dealer used,Toyota,ALTITUDE (4x4),SUV,2013,196079,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,5,3
4,11489,DRIVE_AWAY,19h,Dealer used,Holden,CD,Sedan,2015,159558,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
8,22500,FIXED,19h,Private seller,Ford,MARQUIS,Sedan,1978,220000,Automatic,Rear Wheel Drive,Petrol - Leaded,Black,TRUE,5,3.5
4,11300,FIXED,16h,Private seller,Holden,5 (4x4),SUV,2012,172000,Automatic,All Wheel Drive,Diesel,Red,TRUE,5,3
6,15990,DRIVE_AWAY,1h,Dealer used,Jeep,LONGITUDE (4x4),SUV,2015,94275,Automatic,4x4,Petrol - Unleaded,Black,TRUE,4,3.5
6,12999,FIXED,7h,Dealer used,BMW,23i LIFESTYLE,Sedan,2010,0,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
4,37690,DRIVE_AWAY,5h,Dealer used,LDV,EXECUTIVE (7 SEAT MPV),Wagon,2019,0,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,3,2.5
4,15990,DRIVE_AWAY,6h,Dealer used,Ford,AMBIENTE (AWD),SUV,2013,88600,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5
6,23990,DRIVE_AWAY,5h,Dealer used,BMW,xDRIVE 30d EXECUTIVE,SUV,2010,174500,Automatic,4x4,Diesel,White,TRUE,5,2.5
8,9890,DRIVE_AWAY,5h,Dealer used,Holden,SV8,Sedan,2003,166013,Manual,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
6,5999,DRIVE_AWAY,5h,Dealer used,Holden,OMEGA,Sedan,2008,174000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,7999,DRIVE_AWAY,7h,Dealer used,BMW,20i EXECUTIVE,Sedan,2005,144538,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
4,9999,FIXED,7h,Dealer used,Ford,ZETEC TDCi,Hatchback,2013,120000,Automatic,Front Wheel Drive,Diesel,Other,TRUE,5,3.5
4,15880,DRIVE_AWAY,8h,Dealer used,Kia,S PREMIUM,Hatchback,2016,70319,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,7855,DRIVE_AWAY,8h,Dealer used,Volkswagen,2.0 FSI,Sedan,2007,116178,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,3,2.5
4,37690,DRIVE_AWAY,6h,Dealer used,LDV,(9 SEAT MPV),Wagon,2019,0,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,3,3.5
4,31500,FIXED,7h,Private seller,Volkswagen,TDI 400 LWB HIGH 4MOTION,Van/Minivan,2014,109000,Automatic,All Wheel Drive,Diesel,White,TRUE,4,3
4,25990,FIXED,6h,Dealer used,Nissan,Ti,SUV,2016,100735,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5
4,7988,DRIVE_AWAY,6h,Dealer used,Toyota,ALTISE LIMITED,Sedan,2005,94707,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
6,38000,FIXED,6h,Private seller,Toyota,FJ Cruiser,SUV,2014,145000,Automatic,4x4,Petrol - Premium Unleaded,Black,TRUE,5,3
4,21850,FIXED,5h,Dealer used,Ford,XL 2.2 (4x2),Ute,2013,110664,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,3
4,21850,FIXED,5h,Dealer used,Hyundai,iLoad,Van/Minivan,2014,129448,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
6,2499,DRIVE_AWAY,5h,Dealer used,Mitsubishi,VR-X,Sedan,2003,313314,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,4,2.5
4,9999,DRIVE_AWAY,4h,Dealer used,Honda,VTi,Sedan,2008,164535,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,3388,DRIVE_AWAY,5h,Dealer used,Ford,LX,Hatchback,2006,124023,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,2.5
6,9999,FIXED,4h,Dealer used,Ford,XT,Sedan,2013,193750,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,40990,DRIVE_AWAY,3h,Dealer used,Kia,GT-LINE (AWD),SUV,2019,9279,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
6,52990,DRIVE_AWAY,3h,Dealer used,Kia,GT (RED LEATHER),Sedan,2018,11571,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
6,35500,FIXED,3h,Private seller,BMW,35i,Coupe (2 door),2013,90000,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4.5
8,37990,FIXED,4h,Dealer used,Porsche,GTS,SUV,2010,169548,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,2.5
6,9999,DRIVE_AWAY,3h,Dealer used,Holden,V,Sedan,2010,244848,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3
4,32450,DRIVE_AWAY,3h,Dealer used,Mazda,MAXX SPORT (4x2),SUV,2018,19101,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,2.5
4,13500,FIXED,3h,Private seller,Hyundai,+,Coupe (2 door),2013,126000,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,5
4,22990,FIXED,2h,Dealer used,Toyota,LWB,Van/Minivan,2015,153880,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
6,39990,FIXED,1h,Dealer used,Infiniti,3.0d GT,SUV,2016,9010,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5
4,23950,DRIVE_AWAY,2h,Dealer used,Audi,1.8 TFSI AMBITION QUATTRO,Sedan,2014,56398,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4.5
5,24975,FIXED,2h,Dealer used,Ford,XL 3.2 (4x4),Ute,2014,148444,Automatic,4x4,Diesel,White,TRUE,5,2.5
4,23650,FIXED,1h,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2015,55506,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,7600,FIXED,1h,Private seller,Honda,EURO,Sedan,2010,169000,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5
4,28650,FIXED,1h,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2015,43110,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,27950,FIXED,1h,Dealer used,Hyundai,iLoad,Van/Minivan,2014,84550,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
6,57850,FIXED,1h,Dealer used,Volkswagen,V6 TDI 550 ULTIMATE,Ute,2018,47501,Automatic,4x4,Diesel,Black,TRUE,5,2.5
4,14888,DRIVE_AWAY,30m,Dealer used,Holden,7 LS (FWD),SUV,2015,149900,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,3.5
6,18890,DRIVE_AWAY,1h,Dealer used,Ford,XR6 (LPI),Ute,2013,115444,Automatic,Rear Wheel Drive,LPG,Blue,TRUE,5,3
4,30990,DRIVE_AWAY,45m,Dealer used,Holden,RS,Hatchback,2018,5175,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4
5,6999,FIXED,1h,Dealer used,Volvo,D5,Sedan,2007,194511,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,4,3.5
6,5000,FIXED,1h,Private seller,Toyota,(4x4),Other,2000,250000,Manual,4x4,Diesel,Silver,FALSE,5,2.5
4,29950,FIXED,53m,Dealer used,Toyota,LWB,Van/Minivan,2016,71444,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,4,2.5
6,54999,DRIVE_AWAY,28m,Dealer used,Range Rover,SPORT 3.0 TDV6 SE,SUV,2013,121373,Automatic,All Wheel Drive,Diesel,Blue,TRUE,5,3.5
4,12999,DRIVE_AWAY,28m,Dealer used,Mini,CABRIO,Convertible,2010,109873,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
4,17000,FIXED,3h,Private seller,Other,(4x4),Ute,2013,60000,Manual,4x4,Diesel,Silver,TRUE,3,2.5
4,16680,FIXED,2h,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2013,215192,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,23680,FIXED,2h,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2015,100946,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,15680,FIXED,2h,Dealer used,Subaru,2.5i,SUV,2015,150926,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4
4,31990,FIXED,2h,Dealer used,Nissan,TL (FWD),SUV,2017,65387,Automatic,Front Wheel Drive,Diesel,Grey,TRUE,5,4
4,18180,FIXED,1h,Dealer used,Holden,7 LTZ (AWD),SUV,2016,90984,Automatic,All Wheel Drive,Diesel,White,TRUE,5,3
4,27099,FIXED,1h,Dealer used,Nissan,ST (4x4),Ute,2015,97387,Automatic,4x4,Diesel,White,TRUE,5,3.5
4,35680,FIXED,1h,Dealer used,Toyota,SR5 (4x4),Ute,2015,134151,Automatic,4x4,Diesel,Other,TRUE,5,3
4,21999,NEGOTIABLE,1h,Private seller,Ford,XLT (4x4),Ute,2009,307000,Manual,4x4,Diesel,Green,TRUE,5,2.5
6,17380,FIXED,1h,Dealer used,Jeep,LAREDO (4x4),SUV,2011,108611,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,4,3
4,10990,FIXED,1h,Dealer used,Volkswagen,118 TSI COMFORTLINE,Wagon,2010,145101,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
6,7990,DRIVE_AWAY,57m,Dealer used,Ford,GHIA,Sedan,2003,150752,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3
4,11990,FIXED,57m,Dealer used,Mazda,B3000 DX (4x4),Ute,2006,212000,Manual,4x4,Diesel,Grey,TRUE,5,3
4,14990,FIXED,1h,Dealer used,Toyota,ASCENT,Hatchback,2014,61194,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5
4,13990,FIXED,1h,Dealer used,Toyota,ASCENT,Hatchback,2014,59214,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5
4,13990,FIXED,1h,Dealer used,Toyota,ASCENT,Hatchback,2014,53370,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,5
4,14999,FIXED,17m,Dealer used,Mazda,NEO,Sedan,2015,91520,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,13490,FIXED,1h,Dealer used,Toyota,ASCENT,Hatchback,2012,41385,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5
4,13490,FIXED,1h,Dealer used,Toyota,ASCENT,Hatchback,2012,38084,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5
6,16680,FIXED,49m,Dealer used,Holden,EVOKE,Wagon,2016,59414,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,5690,FIXED,50m,Dealer used,Saab,VECTOR 2.0T,Sedan,2005,175500,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4
6,43980,FIXED,47m,Dealer used,Toyota,GXL (4x4),SUV,2018,24790,Automatic,All Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,19999,DRIVE_AWAY,31m,Dealer used,Hyundai,SR TURBO,Coupe (2 door),2013,85529,Manual,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,5
4,10888,DRIVE_AWAY,29m,Dealer used,Volkswagen,103 TDI COMFORTLINE,Hatchback,2010,100306,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3.5
4,23990,FIXED,27m,Dealer used,Mitsubishi,XLS (4x4),SUV,2015,77960,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,9999,DRIVE_AWAY,13m,Dealer used,Proton,GLSi,Ute,2010,55517,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,49490,DRIVE_AWAY,1h,Dealer used,Honda,TYPE R,Hatchback,2019,13218,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
4,5999,FIXED,16h,Dealer used,Mazda,CLASSIC,Wagon,2007,266000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
4,4999,DRIVE_AWAY,4h,Dealer used,Holden,Barina,Hatchback,2007,28165,Manual,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,4,2
4,24990,FIXED,4h,Dealer used,Nissan,ST (4WD),SUV,2018,50292,Automatic,4x4,Petrol - Unleaded,White,TRUE,5,3
4,26990,DRIVE_AWAY,7h,Dealer used,Nissan,ST (2WD),SUV,2018,37995,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3
6,5500,FIXED,7h,Dealer used,Holden,ACCLAIM,Sedan,2004,197709,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4.5
6,5990,FIXED,7h,Dealer used,Mitsubishi,GLX,Ute,2005,187701,Manual,Rear Wheel Drive,Petrol - Unleaded,Other,FALSE,5,4.5
4,15374,DRIVE_AWAY,6h,Dealer used,Suzuki,GL (QLD),Hatchback,2018,33024,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,4,4
4,42990,DRIVE_AWAY,5h,Dealer used,Nissan,ST-X (4x2) (LEATHER TRIM),Ute,2018,5294,Automatic,Rear Wheel Drive,Diesel,Silver,TRUE,5,2.5
6,24990,FIXED,5h,Dealer used,Toyota,(4x4) 11 SEAT,SUV,1998,338134,Manual,4x4,Diesel,Other,FALSE,4,2.5
6,8999,DRIVE_AWAY,5h,Dealer used,Ford,SR (RWD),SUV,2010,170077,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,2.5
4,16999,DRIVE_AWAY,5h,Dealer used,Toyota,SR (4x4),Ute,2008,201721,Manual,4x4,Diesel,White,TRUE,5,3.5
6,4999,DRIVE_AWAY,4h,Dealer used,Ford,XT,Wagon,2005,251000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5
6,8367,DRIVE_AWAY,4h,Dealer used,Toyota,AZURA,Sedan,2005,105039,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,6990,DRIVE_AWAY,4h,Dealer used,Holden,60TH ANNIVERSARY,Hatchback,2008,117077,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
6,8999,DRIVE_AWAY,4h,Dealer used,Holden,All Others,Sedan,2006,152000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,2.5
4,5250,DRIVE_AWAY,4h,Dealer used,Holden,CD,Hatchback,2003,111741,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3
4,4499,FIXED,3h,Dealer used,Nissan,ST,Hatchback,2008,179903,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
4,8999,FIXED,3h,Dealer used,Volkswagen,118 TSI COMFORTLINE,Hatchback,2009,100883,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
6,52990,DRIVE_AWAY,2h,Dealer used,Toyota,GXL (4x4),SUV,2019,15680,Automatic,All Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
6,37777,DRIVE_AWAY,2h,Dealer used,Toyota,SX V6,Sedan,2018,17269,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
6,13950,DRIVE_AWAY,1h,Dealer used,Ford,TURBO (4x4),SUV,2006,109329,Automatic,All Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,6199,DRIVE_AWAY,1h,Dealer used,Mitsubishi,LS,SUV,2006,217580,Automatic,4x4,Petrol - Unleaded,Red,TRUE,5,2.5
4,23888,DRIVE_AWAY,1h,Dealer used,Holden,LT (5YR),Wagon,2018,5132,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,2.5
6,4499,FIXED,57m,Dealer used,Ford,SR,Sedan,2006,204000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,2.5
4,20490,DRIVE_AWAY,59m,Dealer used,Renault,RS 265 CUP,Hatchback,2015,48000,Manual,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3.5
4,24990,FIXED,28m,Dealer used,Nissan,TL (FWD),SUV,2014,51349,Automatic,Front Wheel Drive,Diesel,Red,TRUE,5,4
4,31990,DRIVE_AWAY,55m,Dealer used,Toyota,GXL (4x4),SUV,2017,24991,Automatic,All Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
6,26990,FIXED,1h,Dealer used,Jeep,LIMITED (4x4),SUV,2013,122238,Automatic,4x4,Diesel,White,TRUE,5,3
5,23990,FIXED,56m,Dealer used,Ford,XLT 3.2 (4x4),Ute,2014,243362,Manual,4x4,Diesel,Blue,TRUE,5,2.5
6,9490,FIXED,28m,Dealer used,Holden,V,Sedan,2009,186043,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,2.5
4,12999,DRIVE_AWAY,28m,Dealer used,Nissan,RX (4x2),Ute,2014,193659,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,60,FIXED,27m,Private seller,Datsun,1600,Sedan,1970,12345,Manual,Rear Wheel Drive,Petrol - Leaded,Other,FALSE,5,4.5
4,12990,DRIVE_AWAY,47m,Dealer used,Mazda,SP20 SKYACTIV LUXURY,Sedan,2012,105498,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,9985,DRIVE_AWAY,7h,Dealer used,Toyota,WORKMATE,Ute,2008,272687,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,3,2.5
4,22990,DRIVE_AWAY,6m,Dealer used,Mitsubishi,LS (4x4),SUV,2015,61984,Automatic,All Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4
4,3990,DRIVE_AWAY,7h,Dealer used,Volkswagen,GENERATION,Hatchback,2001,190205,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Green,TRUE,5,2.5
8,,SWAP_TRADE,5h,Private seller,Holden,Caprice,Sedan,1994,1234,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,6999,FIXED,5h,Dealer used,Nissan,ST-X (4x4),Ute,2010,199335,Manual,4x4,Diesel,Silver,TRUE,3,2.5
6,48940,DRIVE_AWAY,5h,Dealer used,Infiniti,3.0d S PREMIUM,SUV,2016,8195,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5
4,21950,FIXED,5h,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2015,72785,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
