Price,PriceType,SellerType,Make,Model,Variant,BodyType,Year,Kilometers,Trasmission,DriveTrain,FuelType,Colour,AirConditioning,ANCAPRating,GreenStarRating,CylinderConfigurationParsed
6999,DRIVE_AWAY,Dealer used,Ford,Territory,GHIA (4x4),SUV,2008,194292,Automatic,All Wheel Drive,Petrol - Unleaded,Grey,TRUE,1,3.5,6
8990,FIXED,Dealer used,Ford,Territory,TX (4x4),SUV,2005,205289,Automatic,All Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4,6
29888,DRIVE_AWAY,Dealer used,Toyota,LandCruiser,PRADO SX (4x4),SUV,2009,167122,Automatic,4x4,Diesel,Silver,TRUE,1,3.5,4
35905,DRIVE_AWAY,Dealer used,Ford,Mondeo,TITANIUM TDCi,Wagon,2018,15130,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,4,4
6999,FIXED,Dealer used,Nissan,Maxima,350 ST-S,Sedan,2011,184000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Gold,TRUE,5,3.5,6
59990,FIXED,Dealer used,BMW,6,40d GRAN COUPE,Coupe (2 door),2014,64213,Automatic,Rear Wheel Drive,Diesel,Black,TRUE,4,3.5,6
4499,DRIVE_AWAY,Dealer used,Hyundai,i20,ACTIVE,Hatchback,2013,249000,Manual,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,5,4
23999,DRIVE_AWAY,Dealer used,Chrysler,300,SRT8,Sedan,2012,190981,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3,8
11990,DRIVE_AWAY,Dealer used,Toyota,Corolla,ASCENT SPORT,Hatchback,2011,117839,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5,4
8499,DRIVE_AWAY,Dealer used,Honda,Accord,VTi LUXURY,Sedan,2008,214426,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5,4
29980,DRIVE_AWAY,Dealer used,Holden,Commodore,RS,Hatchback,2018,6670,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4.5,4
12999,DRIVE_AWAY,Dealer used,Mazda,BT-50,B3000 FREESTYLE DX+ (4x4),Ute,2007,135804,Manual,4x4,Diesel,Blue,FALSE,3,2.5,4
4999,DRIVE_AWAY,Dealer used,Holden,Commodore,ACCLAIM,Wagon,2003,274969,Automatic,Rear Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,3,2.5,6
6990,DRIVE_AWAY,Dealer used,Mitsubishi,LS,,SUV,2008,227346,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,5,4.5,0
46480,FIXED,Dealer used,Nissan,ST-L (4WD),,SUV,2019,10969,Automatic,4x4,Petrol - Premium Unleaded,White,TRUE,5,0,0
49480,FIXED,Dealer used,Nissan,Ti (4x4),,SUV,2018,8499,Automatic,4x4,Petrol - Premium Unleaded,Blue,TRUE,5,0,0
41888,DRIVE_AWAY,Dealer used,Infiniti,3.0d GT,,SUV,2016,10940,Automatic,All Wheel Drive,Diesel,Silver,TRUE,5,3.5,0
32990,DRIVE_AWAY,Dealer used,Infiniti,3.7 GT,,Sedan,2017,27118,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,3.5,0
26990,DRIVE_AWAY,Dealer used,Holden,LTZ,,SUV,2019,1285,Automatic,Front Wheel Drive,Petrol - Unleaded,Orange,TRUE,5,4.5,0
6990,DRIVE_AWAY,Dealer used,Ford,XT,,Sedan,2006,102561,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3,0
10800,FIXED,Private seller,Hyundai,i45,ELITE,Sedan,2012,152000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5,4
6999,DRIVE_AWAY,Dealer used,Hyundai,TROPHY,,Hatchback,2010,111111,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5,0
9999,DRIVE_AWAY,Dealer used,Honda,VTi-L,,Sedan,2011,47804,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,4,4.5,0
22990,DRIVE_AWAY,Dealer used,Volkswagen,Golf,110 TSI COMFORTLINE,Hatchback,2018,29823,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5,4
22990,DRIVE_AWAY,Dealer used,Volkswagen,Golf,110 TSI COMFORTLINE,Hatchback,2018,28938,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,5,4
4799,DRIVE_AWAY,Dealer used,Holden,CDX,,Sedan,2008,213369,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,2.5,0
6299,DRIVE_AWAY,Dealer used,Hyundai,SX,,Hatchback,2009,159779,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,2.5,0
32740,DRIVE_AWAY,Dealer used,Nissan,Qashqai,Ti,SUV,2018,15700,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3,0
30990,DRIVE_AWAY,Dealer used,Honda,Civic,RS,Sedan,2018,4963,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,2.5,4
26888,DRIVE_AWAY,Dealer used,Honda,Civic,VTi,Hatchback,2018,252,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5,4
18900,FIXED,Dealer used,Iveco,Other,L,Other,2003,84000,Automatic,Rear Wheel Drive,Diesel,Other,TRUE,5,4,0
17499,DRIVE_AWAY,Dealer used,BMW,1,25i SPORT LINE,Hatchback,2012,155505,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4.5,4
24999,FIXED,Dealer used,Range Rover,Range Rover,VOGUE V8 S&amp;#47;C,SUV,2005,271000,Automatic,4x4,Petrol - Premium Unleaded,Black,TRUE,5,3,8
17999,FIXED,Dealer used,BMW,X5,4.8i,SUV,2008,119000,Automatic,4x4,Petrol - Premium Unleaded,Grey,TRUE,5,5,8
27999,FIXED,Dealer used,Toyota,LandCruiser,PRADO GRANDE (4x4),SUV,2008,156000,Automatic,4x4,Diesel,Black,TRUE,5,5,4
6999,DRIVE_AWAY,Dealer used,Hyundai,i30,SX 1.6 CRDi,Hatchback,2008,176075,Automatic,Front Wheel Drive,Diesel,Blue,TRUE,5,3.5,4
21999,DRIVE_AWAY,Dealer used,Mitsubishi,ASX,LS (2WD),SUV,2017,14897,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4,4
26490,DRIVE_AWAY,Dealer used,Holden,Commodore,LT,Hatchback,2018,7481,Automatic,Front Wheel Drive,Diesel,Red,TRUE,5,2.5,4
30990,DRIVE_AWAY,Dealer used,Holden,Calais,LT,Hatchback,2018,8838,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,2.5,4
9499,DRIVE_AWAY,Dealer used,Holden,Cruze,EQUIPE,Hatchback,2012,130493,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5,4
31000,FIXED,Private seller,Kia,Sportage,PLATINUM (AWD),SUV,2016,65000,Automatic,All Wheel Drive,Diesel,Silver,TRUE,5,3.5,4
12999,DRIVE_AWAY,Dealer used,Mercedes-Benz,C250,CGI AVANTGARDE,Sedan,2010,172387,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5,4
14990,DRIVE_AWAY,Dealer used,Ford,Territory,TX (4x4),SUV,2015,196720,Automatic,All Wheel Drive,Diesel,White,TRUE,5,2.5,6
8999,DRIVE_AWAY,Dealer used,Mazda,Mazda2,NEO,Hatchback,2014,108147,Manual,Front Wheel Drive,Petrol - Unleaded,Purple,TRUE,5,2.5,4
5490,DRIVE_AWAY,Dealer used,Toyota,Kluger,CV (4x4),SUV,2004,299589,Automatic,4x4,Petrol - Unleaded,Gold,TRUE,5,3.5,6
5999,DRIVE_AWAY,Dealer used,Honda,Civic,GLi,Sedan,2003,120234,Automatic,Front Wheel Drive,Petrol - Unleaded,Gold,FALSE,4,4.5,4
9990,FIXED,Dealer used,Ford,Territory,TS (RWD),SUV,2009,218837,Automatic,Rear Wheel Drive,Petrol - Unleaded,Brown,TRUE,5,4,6
4990,DRIVE_AWAY,Dealer used,Nissan,X-trail,ST-S X-TREME (4x4),SUV,2006,296852,Automatic,4x4,Petrol - Unleaded,Grey,TRUE,5,4,4
25990,DRIVE_AWAY,Dealer used,Nissan,Serena,LONGITUDE (FWD),Wagon,2014,103769,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,0,0
4999,FIXED,Dealer used,Mazda,Mazda3,MAXX,Hatchback,2004,249000,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5,4
1499,FIXED,Private seller,BMW,3,16i,Hatchback,2000,193147,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5,0
25000,NEGOTIABLE,Private seller,Mazda,Other,LUXURY,SUV,2008,546000,Automatic,4x4,Petrol - Unleaded,Blue,TRUE,5,3.5,0
21888,DRIVE_AWAY,Dealer used,Mitsubishi,Triton,,Ute,2013,84009,Automatic,4x4,Diesel,White,TRUE,5,3,0
7690,DRIVE_AWAY,Dealer used,Mazda,Mazda3,MAXX SPORT,Sedan,2006,170001,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,2.5,4
2699,DRIVE_AWAY,Dealer used,Hyundai,Sonata,GL,Sedan,2004,194654,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5,6
9499,DRIVE_AWAY,Dealer used,Mazda,Mazda3,MAXX SPORT,Sedan,2008,123501,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5,4
24990,DRIVE_AWAY,Dealer used,Nissan,Navara,RX (4x2),Ute,2016,153541,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,3.5,4
43990,FIXED,Dealer used,Toyota,Hilux,SR5 (4x4),Ute,2016,91726,Automatic,4x4,Diesel,Other,TRUE,5,4,4
9499,FIXED,Dealer used,Toyota,LandCruiser,GXL (4x4),SUV,2000,426000,Automatic,4x4,Petrol - Unleaded,Other,TRUE,5,3.5,6
46990,DRIVE_AWAY,Dealer used,Toyota,Hiace,COMMUTER (12 SEATS),Van/Minivan,2016,65680,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,4,4
29980,DRIVE_AWAY,Dealer used,Ford,Ranger,XL 3.2 (4x4),Ute,2015,86557,Manual,4x4,Diesel,White,TRUE,5,2.5,5
35990,DRIVE_AWAY,Dealer used,Nissan,Qashqai,Ti,SUV,2018,6125,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,2.5,4
39590,DRIVE_AWAY,Dealer demo,Nissan,Navara,ST (4x4),Ute,2018,1210,Manual,4x4,Diesel,Red,TRUE,5,5,4
9999,FIXED,Dealer used,Mercedes-Benz,Vito,SE,Van/Minivan,2007,249206,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,3.5,0
5999,FIXED,Dealer used,Nissan,Tiida,ST,Hatchback,2009,197362,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5,4
5999,DRIVE_AWAY,Dealer used,Ford,Escape,LIMITED V6,SUV,2006,178133,Automatic,4x4,Petrol - Unleaded,Gold,TRUE,5,4.5,6
38990,DRIVE_AWAY,Dealer used,Nissan,X-trail,ST-L (4WD) N-SPORT,SUV,2018,8412,Automatic,4x4,Petrol - Unleaded,White,FALSE,5,5,4
64990,DRIVE_AWAY,Dealer new,Nissan,370Z,ST-L (4WD) N-SPORT,Coupe (2 door),2018,0,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,5,6
14990,DRIVE_AWAY,Dealer used,Mazda,Mazda3,NEO,Sedan,2013,49658,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5,4
38940,DRIVE_AWAY,Dealer used,Nissan,370Z,,Coupe (2 door),2018,31358,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4,0
15750,DRIVE_AWAY,Dealer used,Subaru,Outback,2.5i,SUV,2012,105257,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3.5,4
12990,DRIVE_AWAY,Dealer used,Volkswagen,Jetta,103 TDI COMFORTLINE,Sedan,2011,105136,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3.5,4
34890,DRIVE_AWAY,Dealer used,Nissan,Qashqai,ST-L,SUV,2019,6500,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3,4
32950,FIXED,Dealer used,Ford,Ranger,XLT 3.2 (4x4),Ute,2016,150050,Automatic,4x4,Diesel,White,TRUE,5,2.5,5
119950,FIXED,Dealer used,Lotus,Esprit,S4s,Coupe (2 door),1996,54413,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Other,TRUE,4,2.5,4
26998,FIXED,Dealer used,Toyota,WORKMATE (4x4),,Ute,2012,238000,Automatic,4x4,Diesel,White,TRUE,4,2.5,0
7888,DRIVE_AWAY,Dealer used,Volvo,D5,,Wagon,2009,187625,Automatic,Front Wheel Drive,Diesel,Grey,TRUE,5,5,0
41888,DRIVE_AWAY,Dealer used,Toyota,GRANDE (4x2),,SUV,2016,56000,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5,0
29990,DRIVE_AWAY,Dealer used,Nissan,ST (2WD),,SUV,2019,1167,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5,0
14990,FIXED,Dealer used,Toyota,(4x4) 11 SEAT,,SUV,1993,278999,Manual,4x4,Diesel,Other,FALSE,5,4,0
10499,DRIVE_AWAY,Dealer used,Hyundai,SR,,Hatchback,2011,91962,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5,0
29450,DRIVE_AWAY,Dealer used,Nissan,ST (2WD),,SUV,2019,2147,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5,0
23990,DRIVE_AWAY,Dealer used,Mitsubishi,LS SAFETY PACK (4x4) 7 SEATS,,SUV,2016,95452,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5,0
10999,FIXED,Dealer used,Holden,5 (4x4),,SUV,2012,94094,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3,0
24990,FIXED,Dealer used,Toyota,(4x4) 11 SEAT,,SUV,1992,330311,Manual,4x4,Diesel,Other,FALSE,4,3,0
14990,FIXED,Dealer used,Toyota,(4x4) 11 SEAT,,SUV,1987,533028,Manual,4x4,Diesel,Other,FALSE,4,3,0
8499,DRIVE_AWAY,Dealer used,Toyota,CVX (4x4),,SUV,2004,247154,Automatic,4x4,Petrol - Unleaded,Black,TRUE,5,4.5,0
20990,DRIVE_AWAY,Dealer used,Mazda,BT-50,,Ute,2012,219610,Automatic,4x4,Diesel,White,TRUE,5,5,0
19499,DRIVE_AWAY,Dealer used,Suzuki,NAVIGATOR (4x2),,SUV,2015,45624,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5,0
21985,DRIVE_AWAY,Dealer used,Holden,Colorado,LS (4x2),Ute,2015,144775,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5,0
33888,DRIVE_AWAY,Dealer used,Mercedes-Benz,E500,AVANTGARDE,Sedan,2010,151034,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,4,3.5,0
22990,FIXED,Dealer used,Toyota,LandCruiser,GXL (4x4),SUV,1992,393306,Manual,4x4,Diesel,Other,FALSE,5,2.5,6
8990,FIXED,Dealer used,Holden,Captiva,LX (4x4),SUV,2009,206111,Automatic,4x4,Diesel,Other,TRUE,5,2.5,4
12990,DRIVE_AWAY,Dealer used,Holden,Cruze,CD,Wagon,2015,48155,Automatic,Front Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,5,4,4
15990,DRIVE_AWAY,Dealer used,Holden,Commodore,EVOKE,Wagon,2014,119518,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4,6
7990,DRIVE_AWAY,Dealer used,Toyota,Corolla,CONQUEST,Hatchback,2008,199269,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5,4
9990,DRIVE_AWAY,Dealer used,Volkswagen,Jetta,103 TDI,Sedan,2010,80148,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3.5,4
6888,FIXED,Dealer used,Kia,Cerato,CD,Hatchback,2011,196915,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4,0
8990,DRIVE_AWAY,Dealer used,Ford,Mondeo,LX TDCi,Hatchback,2010,142021,Automatic,Front Wheel Drive,Diesel,Blue,TRUE,5,3.5,4
11999,DRIVE_AWAY,Dealer used,Mazda,Mazda3,NEO,Sedan,2013,75360,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5,4
47990,DRIVE_AWAY,Dealer used,Honda,CR-V,VTi-LX (AWD),SUV,2019,2187,Automatic,All Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4,4
24990,DRIVE_AWAY,Dealer used,Honda,City,VTi-L,Sedan,2018,2013,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5,4
10888,DRIVE_AWAY,Dealer used,Volvo,C70,T5,Convertible,2009,176288,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,3,2.5,5
38999,DRIVE_AWAY,Dealer used,Toyota,LandCruiser,GXL (4x4),Ute,2010,288011,Manual,4x4,Diesel,Other,TRUE,3,2,8
12999,FIXED,Dealer used,Nissan,Navara,DX (4x4),Ute,2009,214000,Manual,4x4,Diesel,White,TRUE,5,3.5,4
3300,FIXED,Private seller,Ford,Econovan,All Others,Van/Minivan,1997,380000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,FALSE,5,3.5,4
15999,DRIVE_AWAY,Dealer used,Jeep,Cherokee,LIMITED (4x4),SUV,2012,127000,Automatic,4x4,Petrol - Unleaded,Burgundy,TRUE,5,3,6
39990,DRIVE_AWAY,Dealer used,Range Rover,Evoque,TD4 DYNAMIC,SUV,2014,94995,Automatic,All Wheel Drive,Diesel,Silver,TRUE,4,3.5,4
9490,DRIVE_AWAY,Dealer used,Nissan,Altima,ST,Sedan,2014,207165,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4,4
4500,FIXED,Dealer used,Holden,Astra,CD,Sedan,2002,139710,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5,4
19990,FIXED,Dealer used,Toyota,Hilux,SR (4x4),Ute,2008,227069,Manual,4x4,Diesel,Black,TRUE,5,5,4
5500,NEGOTIABLE,Private seller,Hyundai,Accent,1.6,Sedan,2006,152795,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,0,4
4999,DRIVE_AWAY,Dealer used,Mitsubishi,Lancer,VR SPORTBACK,Hatchback,2009,224066,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,3,2.5,4
14999,DRIVE_AWAY,Dealer used,Toyota,Corolla,ASCENT SPORT,Hatchback,2013,90151,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,5,4
7590,DRIVE_AWAY,Dealer used,Ford,Mondeo,TDCi,Sedan,2007,170050,Automatic,Front Wheel Drive,Diesel,Blue,TRUE,5,4.5,4
7990,DRIVE_AWAY,Dealer used,Ford,Focus,ZETEC,Hatchback,2011,135122,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3.5,4
7325,DRIVE_AWAY,Dealer used,Kia,Rio,LX,Hatchback,2009,80730,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4,4
21000,FIXED,Private seller,Hyundai,iLoad,CREW,Van/Minivan,2009,135000,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,3.5,4
25039,DRIVE_AWAY,Dealer used,Toyota,LandCruiser,PRADO GXL (4x4),SUV,2011,283365,Automatic,4x4,Diesel,Black,TRUE,5,2.5,4
32999,FIXED,Dealer used,Toyota,Hilux,SR (4x4),Ute,2013,129000,Automatic,4x4,Diesel,White,TRUE,4,2.5,4
5499,FIXED,Dealer used,Honda,Odyssey (7 Seat),,Wagon,2001,301000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5,0
8999,FIXED,Dealer used,Holden,Calais,,Sedan,2003,195000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5,0
17500,FIXED,Private seller,Holden,SS-V,,Sedan,2007,120000,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5,0
5750,FIXED,Private seller,Ford,Ranger,XL (4x2),Ute,2008,290000,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,3.5,4
16990,DRIVE_AWAY,Dealer used,Ford,LX TDCi,,Wagon,2014,40245,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,3.5,0
29490,DRIVE_AWAY,Dealer used,Ford,E TURBO,,Sedan,2013,85713,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3,0
22490,DRIVE_AWAY,Dealer used,Toyota,ATARA S,,Sedan,2016,37297,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5,0
4199,DRIVE_AWAY,Dealer used,Suzuki,Liana,,Sedan,2006,171151,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,3,3,0
45490,DRIVE_AWAY,Dealer used,Jeep,LAREDO (4x4),,SUV,2018,6940,Automatic,4x4,Petrol - Premium Unleaded,White,TRUE,5,4.5,0
12999,FIXED,Dealer used,Subaru,WRX (AWD),,Hatchback,2009,175000,Manual,All Wheel Drive,Petrol - Premium Unleaded,Other,TRUE,5,4,0
23999,DRIVE_AWAY,Dealer used,Honda,VTi-S,,SUV,2016,28905,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5,0
15990,DRIVE_AWAY,Dealer used,Toyota,SPORTIVO SX6,,Sedan,2013,115012,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4,0
17950,FIXED,Dealer used,Mitsubishi,GLX,,Ute,2013,136206,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5,0
29850,FIXED,Dealer used,Ford,XLT 3.2 HI-RIDER (4x2),,Ute,2015,114503,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5,0
33990,DRIVE_AWAY,Dealer used,Toyota,KOBA (AWD),,SUV,2018,12903,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3.5,0
12490,DRIVE_AWAY,Dealer used,Peugeot,208,,Hatchback,2014,0,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3.5,0
19650,FIXED,Dealer used,Ford,(LPI),,Ute,2014,142487,Automatic,Rear Wheel Drive,LPG,White,FALSE,5,3,0
97000,FIXED,Dealer used,Chevrolet,Corvette,STINGRAY,Coupe (2 door),1964,66000,Manual,Rear Wheel Drive,Petrol - Leaded,Blue,TRUE,5,2.5,8
26990,DRIVE_AWAY,Dealer used,Toyota,C-HR,(2WD),SUV,2017,16192,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3,4
21950,DRIVE_AWAY,Dealer used,Toyota,Other,STINGRAY,Van/Minivan,2009,109390,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5,0
17990,DRIVE_AWAY,Dealer used,Toyota,Estima,LUXE (4x4),Wagon,2009,114900,Automatic,4x4,Petrol - Unleaded,White,TRUE,5,3,0
22490,DRIVE_AWAY,Dealer used,Nissan,Leaf,LUXE (4x4),Hatchback,2014,23104,Automatic,4x4,Hybrid / Electric,Grey,TRUE,5,3,0
18990,DRIVE_AWAY,Dealer used,Nissan,Leaf,LUXE (4x4),Hatchback,2013,73335,Automatic,4x4,Hybrid / Electric,Black,TRUE,5,3,0
1300,FIXED,Private seller,Toyota,Corolla,SE,Sedan,1993,250000,Automatic,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,5,0
6500,FIXED,Private seller,Kia,Carnival,EX,Wagon,2006,214000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,0,6
16850,DRIVE_AWAY,Dealer used,Honda,Accord,VTi LUXURY,Sedan,2009,16191,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5,4
4999,DRIVE_AWAY,Dealer used,Holden,Barina,,Hatchback,2006,149238,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5,0
17888,DRIVE_AWAY,Dealer used,Toyota,ALTITUDE (4x4),,SUV,2013,196079,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,5,3,0
11489,DRIVE_AWAY,Dealer used,Holden,CD,,Sedan,2015,159558,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5,0
22500,FIXED,Private seller,Ford,MARQUIS,,Sedan,1978,220000,Automatic,Rear Wheel Drive,Petrol - Leaded,Black,TRUE,5,3.5,0
11300,FIXED,Private seller,Holden,5 (4x4),,SUV,2012,172000,Automatic,All Wheel Drive,Diesel,Red,TRUE,5,3,0
15990,DRIVE_AWAY,Dealer used,Jeep,Cherokee,LONGITUDE (4x4),SUV,2015,94275,Automatic,4x4,Petrol - Unleaded,Black,TRUE,4,3.5,6
12999,FIXED,Dealer used,BMW,23i LIFESTYLE,,Sedan,2010,0,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3,0
37690,DRIVE_AWAY,Dealer used,LDV,EXECUTIVE (7 SEAT MPV),,Wagon,2019,0,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,3,2.5,0
15990,DRIVE_AWAY,Dealer used,Ford,AMBIENTE (AWD),,SUV,2013,88600,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5,0
23990,DRIVE_AWAY,Dealer used,BMW,xDRIVE 30d EXECUTIVE,,SUV,2010,174500,Automatic,4x4,Diesel,White,TRUE,5,2.5,0
9890,DRIVE_AWAY,Dealer used,Holden,SV8,,Sedan,2003,166013,Manual,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4,0
33490,DRIVE_AWAY,Dealer used,LDV,Other,,Ute,2019,0,Automatic,4x4,Diesel,White,TRUE,4,2,0
5999,DRIVE_AWAY,Dealer used,Holden,OMEGA,,Sedan,2008,174000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5,0
44850,FIXED,Dealer used,Ford,Transit,,Van/Minivan,2016,107996,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,4.5,0
7999,DRIVE_AWAY,Dealer used,BMW,20i EXECUTIVE,,Sedan,2005,144538,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5,0
9999,FIXED,Dealer used,Ford,ZETEC TDCi,,Hatchback,2013,120000,Automatic,Front Wheel Drive,Diesel,Other,TRUE,5,3.5,0
15880,DRIVE_AWAY,Dealer used,Kia,S PREMIUM,,Hatchback,2016,70319,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5,0
7855,DRIVE_AWAY,Dealer used,Volkswagen,2.0 FSI,,Sedan,2007,116178,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,3,2.5,0
37690,DRIVE_AWAY,Dealer used,LDV,(9 SEAT MPV),,Wagon,2019,0,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,3,3.5,0
31500,FIXED,Private seller,Volkswagen,TDI 400 LWB HIGH 4MOTION,,Van/Minivan,2014,109000,Automatic,All Wheel Drive,Diesel,White,TRUE,4,3,0
